id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN7323,City Lights Inn,Barcelona,147,Budget,12000,"Wi-Fi, Restaurant, Room Service, Pet-friendly, Fitness Center, Onsen",Half Board,Both,True,4537,942,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,12:00
JPN7324,Urban Oasis Hotel,Barcelona,138,Budget,12000,"Business Center, Spa, Wi-Fi",Room Only,,True,2120,505,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN7325,Sunset Boulevard Hotel,Seoul,89,Standard,17000,"Parking, Wi-Fi, Pet-friendly, Bar, Room Service",Full Board,Vegan,True,3319,70,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN7326,Mountain View Lodge,Kuala Lumpur,261,Premium,29000,"Pet-friendly, Free Breakfast, Fitness Center, Parking, Business Center, Onsen",Full Board,Vegan,True,1831,242,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,11:00
JPN7327,Mountain View Lodge,Mumbai,181,Budget,5000,"Onsen, Bar, Parking",Half Board,Vegan,False,4404,108,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,12:00
JPN7328,Royal Garden Hotel,Kuala Lumpur,120,Budget,7000,"Wi-Fi, Business Center, Pet-friendly, Room Service, Bar",Half Board,Jain,True,3518,538,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,12:00
JPN7329,Azure Coast Retreat,Cape Town,183,Budget,11000,"Wi-Fi, Spa, Fitness Center, Free Breakfast, Pet-friendly, Business Center",All-Inclusive,Vegan,False,2119,603,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,11:00
JPN7330,The Heritage Palace,Istanbul,165,Premium,26000,"Wi-Fi, Room Service, Pet-friendly, Parking, Business Center",Half Board,Vegan,True,4553,552,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,12:00
JPN7331,City Lights Inn,Toronto,197,Premium,22000,"Spa, Free Breakfast, Fitness Center, Business Center, Bar",Room Only,,True,3574,938,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN7332,Hilltop Luxury Inn,Mexico City,187,Budget,12000,"Restaurant, Room Service, Onsen",Full Board,Non veg without Beef,False,3627,797,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,10:00
JPN7333,Palm Grove Resort,Paris,150,Premium,22000,"Bar, Business Center, Onsen, Restaurant, Wi-Fi",Room Only,,True,4636,886,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,10:00
JPN7334,Ocean Pearl Inn,Istanbul,250,Luxury,51000,"Spa, Free Breakfast, Onsen, Fitness Center",Bed & Breakfast,Non veg without Beef,True,2215,500,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,12:00
JPN7335,Ocean Pearl Inn,Beijing,57,Budget,9000,"Room Service, Fitness Center, Spa, Business Center, Bar, Restaurant",Full Board,Both,False,3776,974,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,12:00
JPN7336,The Grand Palace,Berlin,228,Luxury,60000,"Free Breakfast, Spa, Parking, Bar, Pet-friendly, Onsen",Bed & Breakfast,Veg,False,4726,43,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,12:00
JPN7337,Royal Garden Hotel,Budapest,251,Premium,28000,"Onsen, Parking, Free Breakfast, Spa, Fitness Center, Business Center",Room Only,,True,2733,101,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,10:00
JPN7338,Hilltop Luxury Inn,Rio de Janeiro,189,Standard,20000,"Pet-friendly, Restaurant, Business Center",Full Board,Non veg without Beef,False,1828,988,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,10:00
JPN7339,Seaside Serenity Resort,Amsterdam,227,Standard,16000,"Onsen, Free Breakfast, Pet-friendly, Restaurant, Fitness Center",Room Only,,True,3378,907,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,12:00
JPN7340,Pine Hill Haven,Stockholm,242,Budget,8000,"Onsen, Fitness Center, Parking, Spa, Room Service, Free Breakfast",Bed & Breakfast,Both,False,1158,273,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,10:00
JPN7341,Urban Oasis Hotel,Marrakech,269,Budget,10000,"Restaurant, Pet-friendly, Bar, Business Center, Free Breakfast, Onsen",Room Only,,False,1924,709,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,11:00
JPN7342,Forest Glade Resort,Madrid,64,Standard,19000,"Pet-friendly, Restaurant, Fitness Center",Bed & Breakfast,Non Veg,False,4011,502,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,11:00
JPN7343,Mountain View Lodge,Mexico City,244,Premium,25000,"Free Breakfast, Parking, Spa, Bar",Room Only,,True,2903,140,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,11:00
JPN7344,The Heritage Palace,Beijing,129,Budget,5000,"Wi-Fi, Onsen, Parking",Room Only,,True,791,689,3,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,10:00
JPN7345,Skyline Towers,San Francisco,253,Budget,9000,"Free Breakfast, Fitness Center, Onsen, Parking, Pet-friendly",Full Board,Non Veg,False,2078,920,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,12:00
JPN7346,Forest Glade Resort,Shanghai,47,Budget,7000,"Onsen, Business Center, Free Breakfast, Fitness Center, Restaurant",Bed & Breakfast,Non Veg,True,4849,597,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,11:00
JPN7347,Hilltop Luxury Inn,Vienna,280,Budget,5000,"Free Breakfast, Wi-Fi, Pet-friendly",Bed & Breakfast,Jain,True,200,229,3,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,12:00
JPN7348,Azure Coast Retreat,Sydney,243,Budget,12000,"Free Breakfast, Wi-Fi, Bar, Fitness Center, Parking, Restaurant",All-Inclusive,Non Veg,False,921,482,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN7349,Skyline Towers,Marrakech,110,Premium,22000,"Pet-friendly, Restaurant, Parking, Onsen, Wi-Fi, Room Service",Room Only,,False,536,74,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,10:00
JPN7350,Azure Coast Retreat,Tokyo,208,Budget,9000,"Free Breakfast, Room Service, Onsen, Spa",Room Only,,True,3889,139,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,12:00
JPN7351,Ocean Pearl Inn,Edinburgh,196,Budget,5000,"Pet-friendly, Fitness Center, Restaurant",Room Only,,True,3700,472,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN7352,Golden Bay Resort,Brussels,129,Luxury,57000,"Business Center, Room Service, Spa, Bar, Restaurant",Bed & Breakfast,Vegan,True,3610,846,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,12:00
JPN7353,Azure Coast Retreat,Sydney,208,Standard,14000,"Free Breakfast, Fitness Center, Restaurant, Onsen, Bar, Parking",Full Board,Vegan,False,1439,861,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN7354,Forest Glade Resort,Moscow,192,Standard,20000,"Parking, Fitness Center, Business Center, Onsen, Spa, Restaurant",Room Only,,True,2959,541,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,12:00
JPN7355,Vista Veranda,New York,148,Standard,12000,"Restaurant, Fitness Center, Onsen",Half Board,Non Veg,False,1040,95,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,10:00
JPN7356,City Lights Inn,Paris,65,Budget,11000,"Restaurant, Pet-friendly, Spa, Parking",Full Board,Both,True,1520,227,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN7357,Golden Bay Resort,Istanbul,144,Premium,24000,"Free Breakfast, Pet-friendly, Fitness Center, Business Center, Spa, Onsen",Full Board,Veg,False,2446,124,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN7358,Hilltop Luxury Inn,Buenos Aires,92,Standard,14000,"Free Breakfast, Fitness Center, Parking",Bed & Breakfast,Non veg without Beef,False,1146,973,3,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,10:00
JPN7359,Seaside Serenity Resort,Beijing,165,Budget,9000,"Wi-Fi, Bar, Restaurant, Pet-friendly, Business Center",Bed & Breakfast,Vegan,False,4310,622,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN7360,Vista Veranda,Toronto,171,Budget,6000,"Restaurant, Business Center, Free Breakfast, Onsen",Half Board,Both,True,4203,274,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,12:00
JPN7361,Royal Garden Hotel,Berlin,205,Standard,18000,"Bar, Business Center, Onsen",Half Board,Jain,False,1220,222,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,10:00
JPN7362,Pine Hill Haven,Bangkok,9,Standard,12000,"Room Service, Free Breakfast, Spa, Onsen, Business Center",Bed & Breakfast,Jain,True,1609,750,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,11:00
JPN7363,The Heritage Palace,Marrakech,92,Budget,10000,"Fitness Center, Free Breakfast, Business Center, Bar, Wi-Fi",Bed & Breakfast,Veg,False,2618,486,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,11:00
JPN7364,Lakeside Retreat,Mexico City,265,Standard,13000,"Parking, Free Breakfast, Business Center, Fitness Center",All-Inclusive,Vegan,True,2400,163,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN7365,Vista Veranda,Tokyo,171,Budget,11000,"Fitness Center, Room Service, Business Center",All-Inclusive,Vegan,True,4522,400,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN7366,The Grand Palace,Sydney,223,Standard,17000,"Pet-friendly, Wi-Fi, Fitness Center, Bar",All-Inclusive,Vegan,True,4180,917,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,12:00
JPN7367,Azure Coast Retreat,Moscow,24,Budget,7000,"Restaurant, Onsen, Free Breakfast, Room Service, Pet-friendly",Full Board,Vegan,True,2804,197,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN7368,Forest Glade Resort,Toronto,108,Standard,17000,"Free Breakfast, Parking, Onsen, Bar",Half Board,Vegan,False,3674,19,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,11:00
JPN7369,Azure Coast Retreat,Dublin,78,Budget,6000,"Fitness Center, Onsen, Restaurant, Business Center, Spa",All-Inclusive,Jain,True,1161,194,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,11:00
JPN7370,Lakeside Retreat,Cape Town,141,Standard,19000,"Free Breakfast, Bar, Restaurant, Onsen",Half Board,Jain,False,609,320,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,10:00
JPN7371,Pine Hill Haven,Tokyo,36,Budget,5000,"Free Breakfast, Fitness Center, Wi-Fi, Bar, Onsen, Parking",Full Board,Non Veg,False,3777,130,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN7372,Skyline Towers,Rio de Janeiro,49,Standard,18000,"Onsen, Business Center, Pet-friendly, Fitness Center, Parking",All-Inclusive,Both,False,1534,277,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,12:00
JPN7373,Central Plaza Suites,Bangkok,92,Standard,16000,"Wi-Fi, Pet-friendly, Free Breakfast",Room Only,,False,839,652,3,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,10:00
JPN7374,The Grand Palace,Paris,44,Budget,5000,"Free Breakfast, Parking, Room Service",All-Inclusive,Veg,True,4565,99,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,12:00
JPN7375,Mountain View Lodge,Edinburgh,171,Budget,8000,"Pet-friendly, Parking, Business Center, Bar",Room Only,,False,1212,89,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,10:00
JPN7376,Sunset Boulevard Hotel,Berlin,158,Budget,8000,"Room Service, Parking, Restaurant",Bed & Breakfast,Jain,True,4774,667,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,11:00
JPN7377,Seaside Serenity Resort,Dublin,126,Standard,17000,"Wi-Fi, Spa, Free Breakfast, Business Center",Room Only,,True,31,529,1,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,10:00
JPN7378,Urban Oasis Hotel,Istanbul,148,Premium,21000,"Parking, Wi-Fi, Spa, Free Breakfast, Pet-friendly, Onsen",All-Inclusive,Vegan,False,1585,594,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,10:00
JPN7379,Pine Hill Haven,Prague,35,Standard,14000,"Room Service, Pet-friendly, Onsen, Spa",Full Board,Jain,True,3697,40,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,11:00
JPN7380,Lakeside Retreat,Beijing,160,Budget,12000,"Pet-friendly, Restaurant, Spa, Free Breakfast, Wi-Fi, Room Service",Bed & Breakfast,Non Veg,True,941,239,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN7381,The Grand Palace,Toronto,226,Premium,23000,"Business Center, Free Breakfast, Room Service, Parking, Wi-Fi, Onsen",Bed & Breakfast,Jain,True,928,896,3,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,11:00
JPN7382,Pine Hill Haven,Edinburgh,53,Premium,21000,"Wi-Fi, Free Breakfast, Onsen",Room Only,,True,1738,92,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN7383,Vista Veranda,Cairo,76,Standard,13000,"Fitness Center, Pet-friendly, Onsen, Spa, Parking, Free Breakfast",Room Only,,False,4405,152,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,10:00
JPN7384,Central Plaza Suites,Seoul,87,Budget,5000,"Business Center, Spa, Free Breakfast, Parking, Onsen, Room Service",Full Board,Vegan,True,4029,225,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,11:00
JPN7385,Central Plaza Suites,Los Angeles,78,Budget,8000,"Parking, Spa, Onsen, Free Breakfast",All-Inclusive,Both,True,4174,328,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,11:00
JPN7386,Pine Hill Haven,Dublin,290,Luxury,60000,"Wi-Fi, Onsen, Fitness Center, Pet-friendly, Restaurant",All-Inclusive,Both,False,988,922,3,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,10:00
JPN7387,Lakeside Retreat,Hong Kong,188,Standard,15000,"Parking, Business Center, Pet-friendly, Spa, Room Service",All-Inclusive,Vegan,True,3491,518,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,10:00
JPN7388,Skyline Towers,San Francisco,179,Premium,29000,"Fitness Center, Business Center, Pet-friendly, Spa",Bed & Breakfast,Veg,True,855,302,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,11:00
JPN7389,Seaside Serenity Resort,Mexico City,152,Budget,8000,"Room Service, Bar, Restaurant, Pet-friendly",Full Board,Veg,False,1950,326,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,10:00
JPN7390,Metropolitan Grand,Dublin,186,Budget,8000,"Room Service, Business Center, Onsen, Wi-Fi",Room Only,,True,2983,186,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,10:00
JPN7391,Ocean Pearl Inn,San Francisco,31,Luxury,58000,"Onsen, Free Breakfast, Restaurant, Room Service, Spa",Half Board,Non veg without Beef,False,173,342,2,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,11:00
JPN7392,City Lights Inn,Zurich,184,Standard,19000,"Business Center, Restaurant, Bar, Fitness Center, Parking",Room Only,,True,1006,685,3,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN7393,Hilltop Luxury Inn,Sydney,283,Standard,20000,"Spa, Parking, Restaurant",Half Board,Both,True,1855,962,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN7394,Sunset Boulevard Hotel,Mumbai,153,Standard,19000,"Restaurant, Wi-Fi, Room Service",Room Only,,False,4595,488,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,10:00
JPN7395,Skyline Towers,Dublin,180,Premium,26000,"Business Center, Onsen, Free Breakfast, Wi-Fi",Bed & Breakfast,Non veg without Beef,False,2032,136,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN7396,Ocean Pearl Inn,Kuala Lumpur,146,Budget,5000,"Free Breakfast, Room Service, Business Center",Bed & Breakfast,Veg,True,3558,409,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,10:00
JPN7397,Central Plaza Suites,Lisbon,179,Budget,7000,"Spa, Pet-friendly, Bar, Business Center, Parking, Room Service",All-Inclusive,Vegan,False,3082,313,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN7398,Pine Hill Haven,Lisbon,204,Premium,29000,"Pet-friendly, Onsen, Parking",Half Board,Non Veg,False,1426,758,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,12:00
JPN7399,Seaside Serenity Resort,Lisbon,271,Premium,30000,"Fitness Center, Free Breakfast, Bar",Full Board,Veg,False,1521,506,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,11:00
JPN7400,Forest Glade Resort,Zurich,21,Luxury,44000,"Fitness Center, Pet-friendly, Wi-Fi, Bar, Restaurant",All-Inclusive,Veg,False,4529,81,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN7401,The Heritage Palace,Dubai,154,Standard,16000,"Spa, Bar, Parking, Room Service, Restaurant, Wi-Fi",Room Only,,True,1153,868,3,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,10:00
JPN7402,Sunset Boulevard Hotel,Vienna,90,Luxury,56000,"Free Breakfast, Room Service, Pet-friendly, Fitness Center, Business Center, Onsen",Half Board,Veg,True,1126,785,3,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN7403,Pine Hill Haven,Seoul,97,Luxury,45000,"Pet-friendly, Room Service, Wi-Fi, Parking, Business Center, Spa",Half Board,Non Veg,True,3633,794,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN7404,Sunset Boulevard Hotel,San Francisco,67,Budget,8000,"Restaurant, Free Breakfast, Room Service, Bar",Bed & Breakfast,Non Veg,True,2217,815,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN7405,Vista Veranda,Budapest,199,Budget,6000,"Business Center, Fitness Center, Spa, Onsen, Wi-Fi",Half Board,Veg,True,2201,114,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN7406,Sunset Boulevard Hotel,Shanghai,129,Standard,16000,"Room Service, Wi-Fi, Restaurant, Bar",Bed & Breakfast,Non Veg,True,4750,646,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN7407,Sunset Boulevard Hotel,Rio de Janeiro,121,Budget,8000,"Restaurant, Spa, Pet-friendly, Fitness Center, Parking, Free Breakfast",All-Inclusive,Jain,True,2325,381,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,11:00
JPN7408,Palm Grove Resort,Stockholm,42,Budget,9000,"Wi-Fi, Parking, Onsen, Pet-friendly",All-Inclusive,Jain,True,4805,241,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,10:00
JPN7409,Palm Grove Resort,Los Angeles,196,Budget,10000,"Business Center, Spa, Bar",All-Inclusive,Non Veg,False,345,842,2,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,10:00
JPN7410,Forest Glade Resort,Edinburgh,100,Budget,10000,"Free Breakfast, Pet-friendly, Onsen",Full Board,Veg,False,2257,365,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN7411,Skyline Towers,Brussels,77,Budget,9000,"Parking, Bar, Wi-Fi, Room Service",All-Inclusive,Jain,False,3089,237,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,12:00
JPN7412,Lakeside Retreat,Zurich,65,Standard,16000,"Business Center, Parking, Wi-Fi, Spa, Pet-friendly, Bar",Full Board,Both,False,4689,3,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,11:00
JPN7413,Sunset Boulevard Hotel,Tokyo,122,Premium,21000,"Wi-Fi, Restaurant, Fitness Center, Spa",Full Board,Non veg without Beef,False,3124,155,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN7414,Central Plaza Suites,Toronto,113,Standard,14000,"Wi-Fi, Bar, Room Service, Restaurant, Free Breakfast",Full Board,Vegan,False,129,314,2,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN7415,The Grand Palace,Zurich,245,Premium,27000,"Onsen, Fitness Center, Parking",Half Board,Jain,False,2166,736,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,12:00
JPN7416,Golden Bay Resort,Tokyo,224,Premium,27000,"Wi-Fi, Free Breakfast, Restaurant, Bar, Parking, Fitness Center",All-Inclusive,Jain,False,1205,847,3,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,10:00
JPN7417,Palm Grove Resort,New York,66,Luxury,30000,"Spa, Free Breakfast, Restaurant, Wi-Fi, Fitness Center, Parking",All-Inclusive,Both,False,3707,403,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,10:00
JPN7418,Vista Veranda,Budapest,111,Budget,6000,"Onsen, Room Service, Fitness Center",Full Board,Vegan,False,422,358,3,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN7419,Azure Coast Retreat,Vienna,184,Standard,12000,"Restaurant, Free Breakfast, Room Service, Pet-friendly, Business Center, Wi-Fi",All-Inclusive,Both,True,2541,364,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,11:00
JPN7420,Mountain View Lodge,Seoul,289,Standard,18000,"Business Center, Room Service, Fitness Center, Restaurant, Onsen",Half Board,Vegan,True,2376,494,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,11:00
JPN7421,Hilltop Luxury Inn,Madrid,72,Budget,6000,"Fitness Center, Onsen, Wi-Fi, Business Center, Parking",All-Inclusive,Non veg without Beef,True,3064,122,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,10:00
JPN7422,Palm Grove Resort,Buenos Aires,247,Standard,18000,"Spa, Room Service, Pet-friendly",All-Inclusive,Both,True,680,188,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,11:00
JPN7423,Forest Glade Resort,Seoul,153,Standard,19000,"Room Service, Free Breakfast, Bar, Fitness Center",Bed & Breakfast,Jain,False,3879,512,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,11:00
JPN7424,The Grand Palace,Kuala Lumpur,121,Premium,28000,"Bar, Pet-friendly, Room Service",Room Only,,False,4935,444,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,10:00
JPN7425,The Heritage Palace,Marrakech,201,Premium,28000,"Wi-Fi, Parking, Free Breakfast, Room Service",All-Inclusive,Veg,False,2512,789,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,11:00
JPN7426,Golden Bay Resort,Moscow,91,Premium,22000,"Onsen, Room Service, Parking, Restaurant, Free Breakfast, Wi-Fi",Full Board,Both,False,4668,338,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,10:00
JPN7427,Central Plaza Suites,Beijing,79,Premium,27000,"Bar, Business Center, Onsen",Full Board,Jain,False,352,883,2,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,12:00
JPN7428,Metropolitan Grand,Buenos Aires,147,Budget,12000,"Fitness Center, Restaurant, Free Breakfast, Parking, Room Service",Full Board,Non Veg,False,1159,644,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN7429,Seaside Serenity Resort,Lisbon,67,Standard,18000,"Onsen, Fitness Center, Business Center, Pet-friendly, Room Service, Spa",Bed & Breakfast,Jain,False,4093,517,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,12:00
JPN7430,Metropolitan Grand,Mumbai,260,Budget,10000,"Fitness Center, Spa, Restaurant, Bar, Wi-Fi",All-Inclusive,Both,True,1252,132,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,10:00
JPN7431,Palm Grove Resort,Istanbul,186,Standard,14000,"Pet-friendly, Restaurant, Fitness Center",Half Board,Veg,False,2651,294,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN7432,Azure Coast Retreat,Mumbai,41,Standard,13000,"Parking, Room Service, Business Center, Onsen, Free Breakfast, Fitness Center",Room Only,,True,4775,525,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN7433,Azure Coast Retreat,Barcelona,112,Luxury,38000,"Spa, Parking, Free Breakfast, Restaurant, Pet-friendly, Room Service",Half Board,Non Veg,False,578,827,3,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN7434,Central Plaza Suites,Los Angeles,219,Standard,14000,"Fitness Center, Bar, Free Breakfast, Wi-Fi, Business Center, Restaurant",Bed & Breakfast,Vegan,False,3929,600,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,12:00
JPN7435,Golden Bay Resort,Warsaw,83,Standard,17000,"Pet-friendly, Bar, Parking, Business Center, Fitness Center",Room Only,,True,1814,695,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,11:00
JPN7436,Palm Grove Resort,Bangkok,149,Budget,10000,"Free Breakfast, Parking, Bar, Spa, Fitness Center",Half Board,Non Veg,True,1178,210,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,11:00
JPN7437,Vista Veranda,Lisbon,168,Standard,14000,"Fitness Center, Parking, Onsen, Free Breakfast, Restaurant, Spa",Full Board,Veg,False,4513,418,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,12:00
JPN7438,Sunset Boulevard Hotel,Shanghai,22,Standard,17000,"Free Breakfast, Room Service, Bar, Business Center, Restaurant, Fitness Center",Full Board,Non veg without Beef,True,4378,260,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,10:00
JPN7439,Lakeside Retreat,Singapore,76,Premium,22000,"Bar, Business Center, Pet-friendly, Room Service",Full Board,Jain,False,2799,686,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN7440,Forest Glade Resort,London,296,Standard,19000,"Parking, Bar, Restaurant",Full Board,Veg,True,1834,45,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,10:00
JPN7441,Forest Glade Resort,Singapore,228,Budget,8000,"Spa, Fitness Center, Free Breakfast",Bed & Breakfast,Non veg without Beef,False,2161,782,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN7442,Hilltop Luxury Inn,Cape Town,94,Budget,5000,"Bar, Restaurant, Spa",Room Only,,True,4587,729,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,11:00
JPN7443,The Grand Palace,Rome,33,Standard,18000,"Wi-Fi, Fitness Center, Parking, Onsen",Room Only,,True,258,271,3,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
